Cut_x,Cut_y,loss,Height,Permitivity,Freq
2.6,0.6,-20.6292409,1.6,2.2,5.8
2.8,0.6,-21.03218722,1.6,2.2,5.8
3,0.6,-21.98089132,1.6,2.2,5.8
3.2,0.6,-24.22896175,1.6,2.2,5.8
3.4,0.6,-25.70383482,1.6,2.2,5.8
3.6,0.6,-28.49536897,1.6,2.2,5.8
3.8,0.6,-31.55968776,1.6,2.2,5.8
4.2,0.6,-39.57360205,1.6,2.2,5.8
4.4,0.6,-31.31021056,1.6,2.2,5.8
4.6,0.6,-25.98576381,1.6,2.2,5.8
4.8,0.6,-22.63049103,1.6,2.2,5.8
5,0.6,-20.30933783,1.6,2.2,5.8
2.6,0.7,-20.68919937,1.6,2.2,5.8
2.8,0.7,-21.61374453,1.6,2.2,5.8
3,0.7,-23.02227032,1.6,2.2,5.8
3.2,0.7,-25.19712601,1.6,2.2,5.8
3.4,0.7,-28.57878725,1.6,2.2,5.8
3.6,0.7,-31.02887253,1.6,2.2,5.8
3.8,0.7,-36.68418,1.6,2.2,5.8
4.2,0.7,-31.73334318,1.6,2.2,5.8
4.4,0.7,-25.87212766,1.6,2.2,5.8
4.6,0.7,-23.23037311,1.6,2.2,5.8
4.8,0.7,-20.58145429,1.6,2.2,5.8
2.4,0.8,-20.14720487,1.6,2.2,5.8
2.6,0.8,-21.56707535,1.6,2.2,5.8
2.8,0.8,-22.82514991,1.6,2.2,5.8
3,0.8,-23.71534329,1.6,2.2,5.8
3.2,0.8,-27.12445841,1.6,2.2,5.8
3.4,0.8,-30.00184971,1.6,2.2,5.8
3.6,0.8,-35.53227193,1.6,2.2,5.8
3.8,0.8,-38.95873286,1.6,2.2,5.8
4,0.8,-32.56961726,1.6,2.2,5.8
4.2,0.8,-27.22754841,1.6,2.2,5.8
4.4,0.8,-23.79687683,1.6,2.2,5.8
4.6,0.8,-21.48651448,1.6,2.2,5.8
2.2,0.9,-20.18963712,1.6,2.2,5.8
2.4,0.9,-21.06494297,1.6,2.2,5.8
2.6,0.9,-21.72546225,1.6,2.2,5.8
2.8,0.9,-23.82001052,1.6,2.2,5.8
3,0.9,-26.34882419,1.6,2.2,5.8
3.2,0.9,-28.63198924,1.6,2.2,5.8
3.4,0.9,-33.58769808,1.6,2.2,5.8
3.8,0.9,-37.32729413,1.6,2.2,5.8
4,0.9,-28.33403429,1.6,2.2,5.8
4.2,0.9,-24.70934393,1.6,2.2,5.8
4.4,0.9,-21.80269292,1.6,2.2,5.8
2,1,-20.23415862,1.6,2.2,5.8
2.2,1,-20.91807815,1.6,2.2,5.8
2.4,1,-21.90226394,1.6,2.2,5.8
2.6,1,-22.96443608,1.6,2.2,5.8
2.8,1,-25.44092486,1.6,2.2,5.8
3,1,-26.85230642,1.6,2.2,5.8
3.2,1,-30.4852148,1.6,2.2,5.8
3.4,1,-35.97921383,1.6,2.2,5.8
3.6,1,-38.81613744,1.6,2.2,5.8
3.8,1,-30.31534466,1.6,2.2,5.8
4,1,-26.19892528,1.6,2.2,5.8
4.2,1,-22.75510247,1.6,2.2,5.8
4.4,1,-20.12336586,1.6,2.2,5.8
0.8,0.2,-24.9151413,1.6,3.35,0.915
2.4,0.2,-28.41369674,1.6,3.35,0.915
2.8,0.2,-28.12966621,1.6,3.35,0.915
3.6,0.2,-28.02709926,1.6,3.35,0.915
5.2,0.2,-24.61320932,1.6,3.35,0.915
7.2,0.2,-22.32429261,1.6,3.35,0.915
9.2,0.2,-20.79482347,1.6,3.35,0.915
10,0.2,-21.76007434,1.6,3.35,0.915
11.6,0.2,-27.80463003,1.6,3.35,0.915
13.2,0.2,-22.45858501,1.6,3.35,0.915
14.8,0.2,-26.68921904,1.6,3.35,0.915
16.4,0.2,-24.84634883,1.6,3.35,0.915
17.2,0.2,-25.51298947,1.6,3.35,0.915
19.6,0.2,-24.40801915,1.6,3.35,0.915
26.4,0.2,-22.73089757,1.6,3.35,0.915
1.6,0.4,-33.88965229,1.6,3.35,0.915
4.4,0.4,-21.40991423,1.6,3.35,0.915
8.4,0.4,-26.23855183,1.6,3.35,0.915
19.6,0.4,-24.52806171,1.6,3.35,0.915
21.2,0.4,-22.50920597,1.6,3.35,0.915
23.6,0.4,-21.17475363,1.6,3.35,0.915
26.4,0.4,-27.39045832,1.6,3.35,0.915
27.6,0.4,-22.89594522,1.6,3.35,0.915
1.6,0.6,-27.94000511,1.6,3.35,0.915
5.2,0.6,-22.44305198,1.6,3.35,0.915
6.4,0.6,-22.54756531,1.6,3.35,0.915
15.2,0.6,-22.13365946,1.6,3.35,0.915
16.8,0.6,-33.74282565,1.6,3.35,0.915
24,0.6,-24.38134767,1.6,3.35,0.915
25.2,0.6,-20.41300974,1.6,3.35,0.915
28,0.6,-23.0763479,1.6,3.35,0.915
0.4,0.8,-23.18481523,1.6,3.35,0.915
2,0.8,-21.27474476,1.6,3.35,0.915
2.8,0.8,-22.64890309,1.6,3.35,0.915
3.2,0.8,-29.69391552,1.6,3.35,0.915
5.2,0.8,-21.27113402,1.6,3.35,0.915
6,0.8,-31.71247632,1.6,3.35,0.915
6.4,0.8,-20.90547699,1.6,3.35,0.915
11.6,0.8,-23.66650838,1.6,3.35,0.915
12,0.8,-27.97547726,1.6,3.35,0.915
12.4,0.8,-24.72000278,1.6,3.35,0.915
15.2,0.8,-22.01250412,1.6,3.35,0.915
20.4,0.8,-22.82833027,1.6,3.35,0.915
20.8,0.8,-26.84885394,1.6,3.35,0.915
4.4,1,-22.15387004,1.6,3.35,0.915
34,0.2,-23.51003553,1.6,3.35,0.915
0.4,0.2,-23.56370357,1.6,3.35,2.45
0.6,0.2,-22.73533998,1.6,3.35,2.45
0.8,0.2,-22.69756316,1.6,3.35,2.45
1,0.2,-22.89704739,1.6,3.35,2.45
1.2,0.2,-23.4125782,1.6,3.35,2.45
1.4,0.2,-23.00018624,1.6,3.35,2.45
1.6,0.2,-23.25203341,1.6,3.35,2.45
1.8,0.2,-23.1901949,1.6,3.35,2.45
2,0.2,-24.18849072,1.6,3.35,2.45
2.2,0.2,-24.97038599,1.6,3.35,2.45
2.4,0.2,-22.77948339,1.6,3.35,2.45
2.6,0.2,-24.52881567,1.6,3.35,2.45
2.8,0.2,-25.67500327,1.6,3.35,2.45
3,0.2,-24.0751515,1.6,3.35,2.45
3.2,0.2,-24.76734942,1.6,3.35,2.45
3.4,0.2,-23.92870898,1.6,3.35,2.45
3.6,0.2,-23.59509918,1.6,3.35,2.45
3.8,0.2,-24.98724062,1.6,3.35,2.45
4,0.2,-25.03362648,1.6,3.35,2.45
4.2,0.2,-25.99240019,1.6,3.35,2.45
4.4,0.2,-26.9646301,1.6,3.35,2.45
4.6,0.2,-26.29007644,1.6,3.35,2.45
4.8,0.2,-27.16765977,1.6,3.35,2.45
5,0.2,-26.60451178,1.6,3.35,2.45
5.2,0.2,-28.52694209,1.6,3.35,2.45
5.4,0.2,-27.31853988,1.6,3.35,2.45
5.6,0.2,-28.10833166,1.6,3.35,2.45
5.8,0.2,-30.59033293,1.6,3.35,2.45
6,0.2,-28.75958188,1.6,3.35,2.45
6.2,0.2,-29.01657536,1.6,3.35,2.45
6.4,0.2,-32.29516602,1.6,3.35,2.45
6.6,0.2,-32.86433131,1.6,3.35,2.45
6.8,0.2,-37.84554573,1.6,3.35,2.45
7,0.2,-36.15675669,1.6,3.35,2.45
7.2,0.2,-31.96868606,1.6,3.35,2.45
7.4,0.2,-39.49732847,1.6,3.35,2.45
7.6,0.2,-33.92939487,1.6,3.35,2.45
0.4,0.3,-22.74672902,1.6,3.35,2.45
0.6,0.3,-22.54779157,1.6,3.35,2.45
0.8,0.3,-23.8007623,1.6,3.35,2.45
1,0.3,-22.42562075,1.6,3.35,2.45
1.2,0.3,-22.44981658,1.6,3.35,2.45
1.4,0.3,-24.36861607,1.6,3.35,2.45
1.6,0.3,-22.74308978,1.6,3.35,2.45
1.8,0.3,-22.83378072,1.6,3.35,2.45
2,0.3,-23.77583672,1.6,3.35,2.45
2.2,0.3,-24.69324094,1.6,3.35,2.45
2.4,0.3,-24.89507215,1.6,3.35,2.45
2.6,0.3,-24.58514749,1.6,3.35,2.45
2.8,0.3,-24.87327423,1.6,3.35,2.45
3,0.3,-23.54001462,1.6,3.35,2.45
3.2,0.3,-25.48118431,1.6,3.35,2.45
3.4,0.3,-26.18499404,1.6,3.35,2.45
3.6,0.3,-25.60141893,1.6,3.35,2.45
3.8,0.3,-27.12841067,1.6,3.35,2.45
4,0.3,-26.28369446,1.6,3.35,2.45
4.2,0.3,-26.02888377,1.6,3.35,2.45
4.4,0.3,-27.55615773,1.6,3.35,2.45
4.6,0.3,-27.64528344,1.6,3.35,2.45
4.8,0.3,-31.13176687,1.6,3.35,2.45
5,0.3,-29.46183076,1.6,3.35,2.45
5.2,0.3,-30.69693929,1.6,3.35,2.45
5.4,0.3,-29.02331589,1.6,3.35,2.45
5.6,0.3,-34.24641914,1.6,3.35,2.45
5.8,0.3,-30.47245959,1.6,3.35,2.45
6,0.3,-32.74697075,1.6,3.35,2.45
6.2,0.3,-35.32356152,1.6,3.35,2.45
6.4,0.3,-34.21212832,1.6,3.35,2.45
6.6,0.3,-38.39006146,1.6,3.35,2.45
6.8,0.3,-32.26798582,1.6,3.35,2.45
7,0.3,-32.38491589,1.6,3.35,2.45
7.2,0.3,-36.64052415,1.6,3.35,2.45
7.4,0.3,-34.87342378,1.6,3.35,2.45
7.6,0.3,-31.65426841,1.6,3.35,2.45
0.4,0.4,-22.53086322,1.6,3.35,2.45
0.6,0.4,-22.98035485,1.6,3.35,2.45
0.8,0.4,-24.01081789,1.6,3.35,2.45
1,0.4,-22.3342379,1.6,3.35,2.45
1.2,0.4,-23.63424473,1.6,3.35,2.45
1.4,0.4,-24.01868126,1.6,3.35,2.45
1.6,0.4,-22.0992079,1.6,3.35,2.45
1.8,0.4,-24.0068907,1.6,3.35,2.45
2,0.4,-25.06631723,1.6,3.35,2.45
2.2,0.4,-24.44239972,1.6,3.35,2.45
2.4,0.4,-24.62077451,1.6,3.35,2.45
2.6,0.4,-24.65377321,1.6,3.35,2.45
2.8,0.4,-24.54440804,1.6,3.35,2.45
3.2,0.4,-25.33337035,1.6,3.35,2.45
3.4,0.4,-26.98847893,1.6,3.35,2.45
3.6,0.4,-27.59471835,1.6,3.35,2.45
3.8,0.4,-27.72106099,1.6,3.35,2.45
4,0.4,-26.30515591,1.6,3.35,2.45
4.2,0.4,-27.85806228,1.6,3.35,2.45
4.4,0.4,-27.38257936,1.6,3.35,2.45
4.6,0.4,-28.52867738,1.6,3.35,2.45
4.8,0.4,-32.24606856,1.6,3.35,2.45
5,0.4,-32.5624211,1.6,3.35,2.45
5.2,0.4,-30.87808538,1.6,3.35,2.45
5.4,0.4,-37.38058181,1.6,3.35,2.45
5.8,0.4,-36.25043845,1.6,3.35,2.45
6,0.4,-34.17947065,1.6,3.35,2.45
6.2,0.4,-35.2763046,1.6,3.35,2.45
6.4,0.4,-33.99180854,1.6,3.35,2.45
7,0.4,-32.86674556,1.6,3.35,2.45
7.2,0.4,-32.29420033,1.6,3.35,2.45
7.4,0.4,-32.63019813,1.6,3.35,2.45
7.6,0.4,-29.4303655,1.6,3.35,2.45
0.4,0.5,-22.72936495,1.6,3.35,2.45
0.6,0.5,-22.95717271,1.6,3.35,2.45
0.8,0.5,-23.01001397,1.6,3.35,2.45
1,0.5,-21.963714,1.6,3.35,2.45
1.2,0.5,-23.48141408,1.6,3.35,2.45
1.4,0.5,-23.32868052,1.6,3.35,2.45
1.6,0.5,-23.5105174,1.6,3.35,2.45
1.8,0.5,-25.02069521,1.6,3.35,2.45
2,0.5,-25.01073333,1.6,3.35,2.45
2.2,0.5,-24.97939993,1.6,3.35,2.45
2.4,0.5,-24.90992692,1.6,3.35,2.45
2.6,0.5,-25.11623908,1.6,3.35,2.45
2.8,0.5,-25.79549117,1.6,3.35,2.45
3,0.5,-26.21154344,1.6,3.35,2.45
3.2,0.5,-26.63797482,1.6,3.35,2.45
3.4,0.5,-27.38254723,1.6,3.35,2.45
3.6,0.5,-30.218699,1.6,3.35,2.45
3.8,0.5,-28.63675375,1.6,3.35,2.45
4,0.5,-27.82869549,1.6,3.35,2.45
4.2,0.5,-30.83682626,1.6,3.35,2.45
4.4,0.5,-29.60617163,1.6,3.35,2.45
4.6,0.5,-31.91936111,1.6,3.35,2.45
4.8,0.5,-33.72394058,1.6,3.35,2.45
5,0.5,-36.22731916,1.6,3.35,2.45
5.2,0.5,-34.31240488,1.6,3.35,2.45
5.4,0.5,-38.76045406,1.6,3.35,2.45
6,0.5,-39.20902959,1.6,3.35,2.45
6.2,0.5,-36.15230743,1.6,3.35,2.45
6.4,0.5,-33.96829085,1.6,3.35,2.45
6.6,0.5,-31.83010009,1.6,3.35,2.45
6.8,0.5,-31.25086352,1.6,3.35,2.45
7,0.5,-30.46345144,1.6,3.35,2.45
7.2,0.5,-30.42564561,1.6,3.35,2.45
7.4,0.5,-28.24591065,1.6,3.35,2.45
7.6,0.5,-27.22018662,1.6,3.35,2.45
0.4,0.6,-22.35545885,1.6,3.35,2.45
0.6,0.6,-23.04879085,1.6,3.35,2.45
0.8,0.6,-22.60399735,1.6,3.35,2.45
1,0.6,-23.46832546,1.6,3.35,2.45
1.2,0.6,-23.07519979,1.6,3.35,2.45
1.4,0.6,-23.05011607,1.6,3.35,2.45
1.6,0.6,-23.0482834,1.6,3.35,2.45
1.8,0.6,-23.8225023,1.6,3.35,2.45
2,0.6,-23.77628213,1.6,3.35,2.45
2.2,0.6,-24.87974219,1.6,3.35,2.45
2.4,0.6,-25.57180014,1.6,3.35,2.45
2.6,0.6,-25.40638371,1.6,3.35,2.45
2.8,0.6,-25.96599126,1.6,3.35,2.45
3,0.6,-24.84423085,1.6,3.35,2.45
3.2,0.6,-28.09730668,1.6,3.35,2.45
3.4,0.6,-27.46226536,1.6,3.35,2.45
3.6,0.6,-27.98191086,1.6,3.35,2.45
4,0.6,-28.58109866,1.6,3.35,2.45
4.2,0.6,-29.34582113,1.6,3.35,2.45
4.4,0.6,-34.34230551,1.6,3.35,2.45
4.6,0.6,-36.19961526,1.6,3.35,2.45
4.8,0.6,-32.57796302,1.6,3.35,2.45
5,0.6,-38.61634769,1.6,3.35,2.45
5.2,0.6,-34.24159638,1.6,3.35,2.45
5.4,0.6,-31.58939793,1.6,3.35,2.45
5.6,0.6,-37.04443418,1.6,3.35,2.45
6.4,0.6,-34.81518235,1.6,3.35,2.45
6.6,0.6,-29.56200552,1.6,3.35,2.45
6.8,0.6,-33.43063935,1.6,3.35,2.45
7,0.6,-32.86646951,1.6,3.35,2.45
7.2,0.6,-27.27641788,1.6,3.35,2.45
7.4,0.6,-25.8141143,1.6,3.35,2.45
7.6,0.6,-24.46100832,1.6,3.35,2.45
0.4,0.7,-22.17954826,1.6,3.35,2.45
0.6,0.7,-22.18928784,1.6,3.35,2.45
0.8,0.7,-23.6539447,1.6,3.35,2.45
1,0.7,-23.35796363,1.6,3.35,2.45
1.2,0.7,-23.31942839,1.6,3.35,2.45
1.4,0.7,-23.242414,1.6,3.35,2.45
1.6,0.7,-24.85331832,1.6,3.35,2.45
2,0.7,-24.63101895,1.6,3.35,2.45
2.2,0.7,-25.81533331,1.6,3.35,2.45
2.4,0.7,-26.05353147,1.6,3.35,2.45
2.8,0.7,-25.32576217,1.6,3.35,2.45
3,0.7,-26.82566649,1.6,3.35,2.45
3.2,0.7,-27.52958533,1.6,3.35,2.45
3.4,0.7,-29.85386362,1.6,3.35,2.45
3.6,0.7,-31.02476877,1.6,3.35,2.45
3.8,0.7,-30.06061481,1.6,3.35,2.45
4,0.7,-28.8121368,1.6,3.35,2.45
4.2,0.7,-30.70458737,1.6,3.35,2.45
4.4,0.7,-31.72555525,1.6,3.35,2.45
4.6,0.7,-31.7336277,1.6,3.35,2.45
4.8,0.7,-36.04011339,1.6,3.35,2.45
5,0.7,-35.37713929,1.6,3.35,2.45
5.2,0.7,-34.72609422,1.6,3.35,2.45
5.4,0.7,-35.7960998,1.6,3.35,2.45
5.6,0.7,-32.85992663,1.6,3.35,2.45
5.8,0.7,-38.46475559,1.6,3.35,2.45
6,0.7,-32.47378771,1.6,3.35,2.45
6.2,0.7,-31.31724013,1.6,3.35,2.45
6.4,0.7,-32.19007284,1.6,3.35,2.45
6.8,0.7,-27.9702734,1.6,3.35,2.45
7,0.7,-26.28719452,1.6,3.35,2.45
7.2,0.7,-26.16334995,1.6,3.35,2.45
7.4,0.7,-24.92106516,1.6,3.35,2.45
7.6,0.7,-24.05463772,1.6,3.35,2.45
0.4,0.8,-22.00165147,1.6,3.35,2.45
0.6,0.8,-22.99187747,1.6,3.35,2.45
0.8,0.8,-23.09864421,1.6,3.35,2.45
1,0.8,-23.10380072,1.6,3.35,2.45
1.2,0.8,-24.21775901,1.6,3.35,2.45
1.4,0.8,-24.51181953,1.6,3.35,2.45
1.6,0.8,-24.72491785,1.6,3.35,2.45
1.8,0.8,-24.58928478,1.6,3.35,2.45
2.2,0.8,-25.35580939,1.6,3.35,2.45
2.4,0.8,-25.61661569,1.6,3.35,2.45
2.6,0.8,-25.96148533,1.6,3.35,2.45
2.8,0.8,-27.03892786,1.6,3.35,2.45
3,0.8,-26.98567044,1.6,3.35,2.45
3.2,0.8,-28.13625405,1.6,3.35,2.45
3.4,0.8,-31.12738158,1.6,3.35,2.45
3.6,0.8,-29.19307484,1.6,3.35,2.45
3.8,0.8,-31.78748133,1.6,3.35,2.45
4,0.8,-34.28629113,1.6,3.35,2.45
4.2,0.8,-33.73360331,1.6,3.35,2.45
4.4,0.8,-33.60753765,1.6,3.35,2.45
4.6,0.8,-38.19203214,1.6,3.35,2.45
5,0.8,-36.24652023,1.6,3.35,2.45
5.2,0.8,-35.45937824,1.6,3.35,2.45
5.6,0.8,-32.76515219,1.6,3.35,2.45
6,0.8,-31.72148872,1.6,3.35,2.45
6.2,0.8,-29.50496146,1.6,3.35,2.45
6.4,0.8,-29.21348392,1.6,3.35,2.45
6.6,0.8,-28.33437109,1.6,3.35,2.45
6.8,0.8,-28.05581307,1.6,3.35,2.45
7,0.8,-24.59814469,1.6,3.35,2.45
7.2,0.8,-25.2176146,1.6,3.35,2.45
7.4,0.8,-22.76607072,1.6,3.35,2.45
7.6,0.8,-23.13540971,1.6,3.35,2.45
0.6,0.9,-22.81335006,1.6,3.35,2.45
0.8,0.9,-24.03273724,1.6,3.35,2.45
1,0.9,-22.79480084,1.6,3.35,2.45
1.2,0.9,-24.23265199,1.6,3.35,2.45
1.4,0.9,-23.43638042,1.6,3.35,2.45
1.6,0.9,-23.64493032,1.6,3.35,2.45
1.8,0.9,-24.99100608,1.6,3.35,2.45
2,0.9,-24.99740185,1.6,3.35,2.45
2.2,0.9,-25.26116826,1.6,3.35,2.45
2.4,0.9,-26.65550358,1.6,3.35,2.45
2.6,0.9,-26.68600091,1.6,3.35,2.45
2.8,0.9,-26.8388797,1.6,3.35,2.45
3.2,0.9,-27.8568068,1.6,3.35,2.45
3.4,0.9,-32.7058492,1.6,3.35,2.45
3.6,0.9,-34.42938397,1.6,3.35,2.45
3.8,0.9,-32.83165055,1.6,3.35,2.45
4,0.9,-32.06634912,1.6,3.35,2.45
4.6,0.9,-36.38499089,1.6,3.35,2.45
4.8,0.9,-35.04732161,1.6,3.35,2.45
5,0.9,-38.45597319,1.6,3.35,2.45
5.4,0.9,-33.73114673,1.6,3.35,2.45
5.6,0.9,-30.89067331,1.6,3.35,2.45
5.8,0.9,-29.10558738,1.6,3.35,2.45
6,0.9,-28.95977355,1.6,3.35,2.45
6.2,0.9,-27.0674014,1.6,3.35,2.45
6.4,0.9,-25.48052638,1.6,3.35,2.45
6.6,0.9,-26.17525326,1.6,3.35,2.45
6.8,0.9,-24.22817826,1.6,3.35,2.45
7,0.9,-22.95713713,1.6,3.35,2.45
7.2,0.9,-22.45380354,1.6,3.35,2.45
7.4,0.9,-21.85367467,1.6,3.35,2.45
0.4,1,-23.8543434,1.6,3.35,2.45
0.6,1,-23.25654341,1.6,3.35,2.45
0.8,1,-24.22496341,1.6,3.35,2.45
1,1,-23.31237206,1.6,3.35,2.45
1.2,1,-24.66015924,1.6,3.35,2.45
1.4,1,-23.67717433,1.6,3.35,2.45
1.6,1,-25.40746729,1.6,3.35,2.45
1.8,1,-25.86226944,1.6,3.35,2.45
2,1,-25.32272789,1.6,3.35,2.45
2.2,1,-24.39996537,1.6,3.35,2.45
2.4,1,-26.25188945,1.6,3.35,2.45
2.6,1,-29.17913762,1.6,3.35,2.45
2.8,1,-27.41393616,1.6,3.35,2.45
3,1,-30.51705089,1.6,3.35,2.45
3.2,1,-28.51019276,1.6,3.35,2.45
3.4,1,-31.5456189,1.6,3.35,2.45
3.6,1,-31.36462586,1.6,3.35,2.45
4,1,-33.05213598,1.6,3.35,2.45
4.2,1,-32.57910404,1.6,3.35,2.45
4.4,1,-34.5617049,1.6,3.35,2.45
4.8,1,-35.69158732,1.6,3.35,2.45
5,1,-35.82043936,1.6,3.35,2.45
5.2,1,-32.71668385,1.6,3.35,2.45
5.4,1,-33.65488332,1.6,3.35,2.45
5.6,1,-30.38287419,1.6,3.35,2.45
5.8,1,-26.68136357,1.6,3.35,2.45
6,1,-26.10544839,1.6,3.35,2.45
6.2,1,-25.56739323,1.6,3.35,2.45
6.4,1,-25.57837795,1.6,3.35,2.45
6.6,1,-24.68585169,1.6,3.35,2.45
6.8,1,-23.56134345,1.6,3.35,2.45
7,1,-22.27195863,1.6,3.35,2.45
7.2,1,-21.97604688,1.6,3.35,2.45
7.4,1,-20.74039637,1.6,3.35,2.45
3.8,0.2,-20.20339292,1.6,3.35,4
4.2,0.2,-21.01890851,1.6,3.35,4
4.4,0.2,-21.38342699,1.6,3.35,4
4.6,0.2,-22.20562508,1.6,3.35,4
4.8,0.2,-23.33062153,1.6,3.35,4
5,0.2,-24.0619734,1.6,3.35,4
5.2,0.2,-26.09457118,1.6,3.35,4
5.4,0.2,-27.30940075,1.6,3.35,4
5.6,0.2,-27.77598011,1.6,3.35,4
6,0.2,-32.34627353,1.6,3.35,4
6.4,0.2,-39.65662654,1.6,3.35,4
6.6,0.2,-36.14145147,1.6,3.35,4
6.8,0.2,-29.30353865,1.6,3.35,4
7,0.2,-26.3521382,1.6,3.35,4
7.2,0.2,-23.89320517,1.6,3.35,4
7.4,0.2,-21.2738028,1.6,3.35,4
3.6,0.3,-20.96723977,1.6,3.35,4
3.8,0.3,-20.89706921,1.6,3.35,4
4,0.3,-21.23834539,1.6,3.35,4
4.2,0.3,-22.57146084,1.6,3.35,4
4.4,0.3,-24.00182537,1.6,3.35,4
4.6,0.3,-24.34967155,1.6,3.35,4
4.8,0.3,-26.20169828,1.6,3.35,4
5,0.3,-26.95461391,1.6,3.35,4
5.2,0.3,-29.80524413,1.6,3.35,4
5.4,0.3,-31.46149364,1.6,3.35,4
5.6,0.3,-37.66664906,1.6,3.35,4
5.8,0.3,-39.77232984,1.6,3.35,4
6.4,0.3,-28.74839367,1.6,3.35,4
6.6,0.3,-24.37125043,1.6,3.35,4
6.8,0.3,-22.53723451,1.6,3.35,4
7,0.3,-20.93864902,1.6,3.35,4
3.2,0.4,-20.37864842,1.6,3.35,4
3.4,0.4,-20.85923662,1.6,3.35,4
3.6,0.4,-21.70413987,1.6,3.35,4
3.8,0.4,-22.4066052,1.6,3.35,4
4,0.4,-22.49615361,1.6,3.35,4
4.2,0.4,-23.30335295,1.6,3.35,4
4.4,0.4,-25.32986469,1.6,3.35,4
4.6,0.4,-26.21931367,1.6,3.35,4
4.8,0.4,-29.40020224,1.6,3.35,4
5,0.4,-32.32293984,1.6,3.35,4
5.2,0.4,-37.64606056,1.6,3.35,4
5.4,0.4,-37.81610441,1.6,3.35,4
5.6,0.4,-37.79527428,1.6,3.35,4
5.8,0.4,-33.38172756,1.6,3.35,4
6,0.4,-29.75917145,1.6,3.35,4
6.2,0.4,-26.11864944,1.6,3.35,4
6.4,0.4,-23.57692205,1.6,3.35,4
6.6,0.4,-21.60529413,1.6,3.35,4
2.6,0.5,-20.11203997,1.6,3.35,4
