Cut_x,Cut_y,loss,Height,Permitivity,Freq
3,0.5,-21.13588484,1.6,3.35,4
3.2,0.5,-21.25426581,1.6,3.35,4
3.4,0.5,-22.54305521,1.6,3.35,4
3.6,0.5,-22.05393557,1.6,3.35,4
3.8,0.5,-23.48875944,1.6,3.35,4
4,0.5,-24.57445671,1.6,3.35,4
4.2,0.5,-24.95680668,1.6,3.35,4
4.4,0.5,-26.4225463,1.6,3.35,4
4.6,0.5,-27.94659202,1.6,3.35,4
4.8,0.5,-31.73849745,1.6,3.35,4
5.4,0.5,-35.38957619,1.6,3.35,4
5.6,0.5,-31.32109539,1.6,3.35,4
5.8,0.5,-26.79296063,1.6,3.35,4
6,0.5,-24.73150477,1.6,3.35,4
6.2,0.5,-22.112517,1.6,3.35,4
6.4,0.5,-20.53230972,1.6,3.35,4
2.6,0.6,-20.48536013,1.6,3.35,4
2.8,0.6,-20.15467941,1.6,3.35,4
3,0.6,-20.86118934,1.6,3.35,4
3.2,0.6,-22.44259866,1.6,3.35,4
3.4,0.6,-23.25414899,1.6,3.35,4
3.6,0.6,-24.20210909,1.6,3.35,4
3.8,0.6,-24.32684096,1.6,3.35,4
4,0.6,-26.88860086,1.6,3.35,4
4.2,0.6,-27.682903,1.6,3.35,4
4.4,0.6,-29.68226953,1.6,3.35,4
4.6,0.6,-34.96281713,1.6,3.35,4
5.4,0.6,-30.49853074,1.6,3.35,4
5.6,0.6,-26.44686718,1.6,3.35,4
5.8,0.6,-24.19539138,1.6,3.35,4
6,0.6,-22.51535967,1.6,3.35,4
6.2,0.6,-20.66333897,1.6,3.35,4
2.4,0.7,-20.55853452,1.6,3.35,4
2.6,0.7,-20.89208793,1.6,3.35,4
2.8,0.7,-20.79478306,1.6,3.35,4
3,0.7,-22.67154431,1.6,3.35,4
3.2,0.7,-23.39011115,1.6,3.35,4
3.4,0.7,-23.88365917,1.6,3.35,4
3.6,0.7,-25.29442976,1.6,3.35,4
3.8,0.7,-26.79785053,1.6,3.35,4
4,0.7,-28.1136129,1.6,3.35,4
4.2,0.7,-31.07518739,1.6,3.35,4
4.4,0.7,-34.65482957,1.6,3.35,4
5,0.7,-36.25942093,1.6,3.35,4
5.2,0.7,-29.70651715,1.6,3.35,4
5.4,0.7,-26.9166368,1.6,3.35,4
5.6,0.7,-24.18537128,1.6,3.35,4
5.8,0.7,-21.61772683,1.6,3.35,4
6,0.7,-20.24087371,1.6,3.35,4
2.2,0.8,-20.11790187,1.6,3.35,4
2.4,0.8,-20.59810432,1.6,3.35,4
2.6,0.8,-21.02227296,1.6,3.35,4
2.8,0.8,-22.14764994,1.6,3.35,4
3,0.8,-23.08352902,1.6,3.35,4
3.2,0.8,-24.21311366,1.6,3.35,4
3.4,0.8,-24.69948487,1.6,3.35,4
3.6,0.8,-27.07870011,1.6,3.35,4
3.8,0.8,-28.39838953,1.6,3.35,4
4,0.8,-29.06664731,1.6,3.35,4
4.2,0.8,-30.66638009,1.6,3.35,4
4.4,0.8,-35.80364245,1.6,3.35,4
4.6,0.8,-39.67726106,1.6,3.35,4
4.8,0.8,-38.00185474,1.6,3.35,4
5,0.8,-31.38215627,1.6,3.35,4
5.2,0.8,-26.07676436,1.6,3.35,4
5.4,0.8,-23.60217149,1.6,3.35,4
5.6,0.8,-21.71460959,1.6,3.35,4
5.8,0.8,-20.35352993,1.6,3.35,4
2,0.9,-20.2433836,1.6,3.35,4
2.2,0.9,-20.42761603,1.6,3.35,4
2.4,0.9,-20.67798011,1.6,3.35,4
2.6,0.9,-21.68556712,1.6,3.35,4
2.8,0.9,-22.5985706,1.6,3.35,4
3,0.9,-23.83882332,1.6,3.35,4
3.2,0.9,-24.1894124,1.6,3.35,4
3.4,0.9,-26.56855567,1.6,3.35,4
3.6,0.9,-26.61795405,1.6,3.35,4
3.8,0.9,-29.74555427,1.6,3.35,4
4,0.9,-33.14905071,1.6,3.35,4
4.2,0.9,-37.71883492,1.6,3.35,4
4.6,0.9,-34.1886152,1.6,3.35,4
4.8,0.9,-30.1238745,1.6,3.35,4
5,0.9,-26.69026441,1.6,3.35,4
5.2,0.9,-24.08024483,1.6,3.35,4
5.4,0.9,-22.45427647,1.6,3.35,4
5.6,0.9,-20.21202292,1.6,3.35,4
2.2,1,-20.95324761,1.6,3.35,4
2.4,1,-21.48255978,1.6,3.35,4
2.6,1,-22.34591086,1.6,3.35,4
2.8,1,-23.25593312,1.6,3.35,4
3,1,-24.35593242,1.6,3.35,4
3.2,1,-26.48746899,1.6,3.35,4
3.4,1,-26.96107178,1.6,3.35,4
3.6,1,-30.85613982,1.6,3.35,4
3.8,1,-32.65912842,1.6,3.35,4
4,1,-39.65617655,1.6,3.35,4
4.6,1,-30.7578685,1.6,3.35,4
4.8,1,-25.9696915,1.6,3.35,4
5,1,-24.24935811,1.6,3.35,4
5.2,1,-22.21912947,1.6,3.35,4
5.4,1,-20.34640624,1.6,3.35,4
3.4,0.2,-20.92806734,1.6,3.35,5.8
3.6,0.2,-22.00159846,1.6,3.35,5.8
3.8,0.2,-23.19606827,1.6,3.35,5.8
4,0.2,-26.38958905,1.6,3.35,5.8
4.2,0.2,-27.80433767,1.6,3.35,5.8
4.4,0.2,-31.17899277,1.6,3.35,5.8
4.6,0.2,-36.25156964,1.6,3.35,5.8
4.8,0.2,-31.16986301,1.6,3.35,5.8
5,0.2,-25.05155661,1.6,3.35,5.8
5.2,0.2,-20.29751617,1.6,3.35,5.8
2.8,0.3,-20.11043685,1.6,3.35,5.8
3,0.3,-20.75406157,1.6,3.35,5.8
3.2,0.3,-21.44751036,1.6,3.35,5.8
3.4,0.3,-22.26302547,1.6,3.35,5.8
3.6,0.3,-26.20141498,1.6,3.35,5.8
3.8,0.3,-29.1144634,1.6,3.35,5.8
4,0.3,-34.74039062,1.6,3.35,5.8
4.4,0.3,-32.12684845,1.6,3.35,5.8
4.6,0.3,-28.42815522,1.6,3.35,5.8
4.8,0.3,-23.13099315,1.6,3.35,5.8
2.8,0.4,-20.45782131,1.6,3.35,5.8
3,0.4,-22.15455946,1.6,3.35,5.8
3.2,0.4,-23.7919904,1.6,3.35,5.8
3.4,0.4,-26.56049522,1.6,3.35,5.8
3.6,0.4,-29.55800382,1.6,3.35,5.8
3.8,0.4,-38.22416714,1.6,3.35,5.8
4.2,0.4,-29.80101871,1.6,3.35,5.8
4.4,0.4,-24.50185477,1.6,3.35,5.8
4.6,0.4,-21.47594949,1.6,3.35,5.8
2.6,0.5,-20.99968489,1.6,3.35,5.8
2.8,0.5,-22.38151323,1.6,3.35,5.8
3,0.5,-23.48082413,1.6,3.35,5.8
3.2,0.5,-25.96764657,1.6,3.35,5.8
3.4,0.5,-31.03698224,1.6,3.35,5.8
3.6,0.5,-35.54699066,1.6,3.35,5.8
3.8,0.5,-38.4922805,1.6,3.35,5.8
4,0.5,-33.11668073,1.6,3.35,5.8
4.2,0.5,-25.07096819,1.6,3.35,5.8
4.4,0.5,-21.07567699,1.6,3.35,5.8
2.2,0.6,-20.28143723,1.6,3.35,5.8
2.4,0.6,-20.7421042,1.6,3.35,5.8
2.6,0.6,-22.17097775,1.6,3.35,5.8
2.8,0.6,-24.22022553,1.6,3.35,5.8
3,0.6,-25.67599124,1.6,3.35,5.8
3.2,0.6,-29.31892479,1.6,3.35,5.8
3.4,0.6,-36.2108287,1.6,3.35,5.8
3.8,0.6,-31.20183038,1.6,3.35,5.8
4,0.6,-24.84166642,1.6,3.35,5.8
4.2,0.6,-22.0167284,1.6,3.35,5.8
2.2,0.7,-20.47975756,1.6,3.35,5.8
2.4,0.7,-21.85491005,1.6,3.35,5.8
2.6,0.7,-23.11093071,1.6,3.35,5.8
2.8,0.7,-25.68654492,1.6,3.35,5.8
3,0.7,-28.52884182,1.6,3.35,5.8
3.2,0.7,-35.85461265,1.6,3.35,5.8
3.6,0.7,-32.20599798,1.6,3.35,5.8
3.8,0.7,-25.59760836,1.6,3.35,5.8
4,0.7,-22.23772292,1.6,3.35,5.8
2,0.8,-20.26107208,1.6,3.35,5.8
2.2,0.8,-21.14490081,1.6,3.35,5.8
2.4,0.8,-22.72403504,1.6,3.35,5.8
2.6,0.8,-24.45943871,1.6,3.35,5.8
2.8,0.8,-27.36171473,1.6,3.35,5.8
3,0.8,-34.01675369,1.6,3.35,5.8
3.4,0.8,-36.68070608,1.6,3.35,5.8
3.6,0.8,-27.90701212,1.6,3.35,5.8
3.8,0.8,-22.89399337,1.6,3.35,5.8
4,0.8,-20.2295243,1.6,3.35,5.8
2,0.9,-21.12612373,1.6,3.35,5.8
2.2,0.9,-22.06898757,1.6,3.35,5.8
2.4,0.9,-23.79511363,1.6,3.35,5.8
2.6,0.9,-26.20165118,1.6,3.35,5.8
2.8,0.9,-30.64264883,1.6,3.35,5.8
3,0.9,-37.51658237,1.6,3.35,5.8
3.2,0.9,-39.31826609,1.6,3.35,5.8
3.4,0.9,-29.83589706,1.6,3.35,5.8
3.6,0.9,-24.76419028,1.6,3.35,5.8
3.8,0.9,-20.64415824,1.6,3.35,5.8
2,1,-21.63431277,1.6,3.35,5.8
2.2,1,-22.84864303,1.6,3.35,5.8
2.4,1,-24.88240792,1.6,3.35,5.8
2.6,1,-29.16089461,1.6,3.35,5.8
2.8,1,-33.09024077,1.6,3.35,5.8
3.2,1,-32.01801721,1.6,3.35,5.8
3.4,1,-25.54514002,1.6,3.35,5.8
3.6,1,-22.03023243,1.6,3.35,5.8
0.4,0.2,-20.73679781,1.6,4.4,0.915
1.6,0.2,-33.29542908,1.6,4.4,0.915
6.8,0.2,-21.40716653,1.6,4.4,0.915
10.4,0.2,-22.12937345,1.6,4.4,0.915
11.6,0.2,-23.21953783,1.6,4.4,0.915
18.4,0.2,-24.49213842,1.6,4.4,0.915
21.6,0.2,-20.55097988,1.6,4.4,0.915
31.6,0.2,-37.97496912,1.6,4.4,0.915
0.4,0.4,-25.36677648,1.6,4.4,0.915
4.4,0.4,-30.15124627,1.6,4.4,0.915
10.4,0.4,-26.83242057,1.6,4.4,0.915
17.6,0.4,-20.77147102,1.6,4.4,0.915
0.8,0.6,-21.53192018,1.6,4.4,0.915
1.2,0.6,-25.91158432,1.6,4.4,0.915
1.6,0.6,-25.27480943,1.6,4.4,0.915
3.6,0.6,-22.61054551,1.6,4.4,0.915
6.4,0.8,-21.47134923,1.6,4.4,0.915
7.2,0.8,-25.14436106,1.6,4.4,0.915
12.4,0.8,-22.19484638,1.6,4.4,0.915
15.6,0.8,-23.37770064,1.6,4.4,0.915
0.4,1,-20.02325788,1.6,4.4,0.915
1.6,1,-20.41833109,1.6,4.4,0.915
2.4,1,-21.50209431,1.6,4.4,0.915
7.2,1,-23.17714276,1.6,4.4,0.915
7.6,1,-22.97172526,1.6,4.4,0.915
8,1,-23.8306585,1.6,4.4,0.915
8.8,1,-28.9242402,1.6,4.4,0.915
16,1,-35.90045971,1.6,4.4,0.915
19.6,1,-23.46036391,1.6,4.4,0.915
0.4,0.2,-20.41643673,1.6,4.4,2.45
0.6,0.2,-20.77516335,1.6,4.4,2.45
0.8,0.2,-20.13214439,1.6,4.4,2.45
1,0.2,-20.77418945,1.6,4.4,2.45
1.2,0.2,-20.44070823,1.6,4.4,2.45
1.4,0.2,-21.16553703,1.6,4.4,2.45
1.6,0.2,-20.41370807,1.6,4.4,2.45
1.8,0.2,-21.69549445,1.6,4.4,2.45
2,0.2,-21.18565778,1.6,4.4,2.45
2.4,0.2,-20.84880363,1.6,4.4,2.45
2.6,0.2,-21.92380869,1.6,4.4,2.45
2.8,0.2,-21.79404124,1.6,4.4,2.45
3,0.2,-22.09631378,1.6,4.4,2.45
3.2,0.2,-22.540422,1.6,4.4,2.45
3.4,0.2,-22.16355317,1.6,4.4,2.45
3.6,0.2,-22.45490597,1.6,4.4,2.45
3.8,0.2,-23.00277963,1.6,4.4,2.45
4,0.2,-22.97389462,1.6,4.4,2.45
4.2,0.2,-23.20768451,1.6,4.4,2.45
4.4,0.2,-24.95114506,1.6,4.4,2.45
4.6,0.2,-23.81872939,1.6,4.4,2.45
4.8,0.2,-23.51863689,1.6,4.4,2.45
5,0.2,-24.31265599,1.6,4.4,2.45
5.2,0.2,-25.84703706,1.6,4.4,2.45
5.4,0.2,-24.68262044,1.6,4.4,2.45
5.6,0.2,-25.42758958,1.6,4.4,2.45
5.8,0.2,-25.73117812,1.6,4.4,2.45
6.4,0.2,-31.06522796,1.6,4.4,2.45
6.6,0.2,-28.87684732,1.6,4.4,2.45
6.8,0.2,-30.3441965,1.6,4.4,2.45
7,0.2,-29.78843766,1.6,4.4,2.45
7.2,0.2,-30.06113337,1.6,4.4,2.45
7.4,0.2,-32.92488386,1.6,4.4,2.45
7.6,0.2,-32.1281987,1.6,4.4,2.45
7.8,0.2,-36.08875539,1.6,4.4,2.45
8,0.2,-36.81751034,1.6,4.4,2.45
8.2,0.2,-36.20808756,1.6,4.4,2.45
8.4,0.2,-34.59909878,1.6,4.4,2.45
8.6,0.2,-34.18817399,1.6,4.4,2.45
8.8,0.2,-31.53736925,1.6,4.4,2.45
9,0.2,-32.05735166,1.6,4.4,2.45
9.2,0.2,-29.98397268,1.6,4.4,2.45
9.6,0.2,-25.47847979,1.6,4.4,2.45
9.8,0.2,-29.39767203,1.6,4.4,2.45
10.2,0.2,-21.31002024,1.6,4.4,2.45
10.4,0.2,-21.68842813,1.6,4.4,2.45
11.6,0.2,-22.14574103,1.6,4.4,2.45
12,0.2,-22.39853725,1.6,4.4,2.45
13,0.2,-32.55630735,1.6,4.4,2.45
0.4,0.3,-20.90306952,1.6,4.4,2.45
0.6,0.3,-20.76029951,1.6,4.4,2.45
0.8,0.3,-20.45072688,1.6,4.4,2.45
1,0.3,-21.67166811,1.6,4.4,2.45
1.2,0.3,-20.97367487,1.6,4.4,2.45
1.4,0.3,-21.01447677,1.6,4.4,2.45
1.6,0.3,-20.60515209,1.6,4.4,2.45
1.8,0.3,-20.45365408,1.6,4.4,2.45
2,0.3,-21.726171,1.6,4.4,2.45
2.2,0.3,-21.3920487,1.6,4.4,2.45
2.4,0.3,-21.83955864,1.6,4.4,2.45
2.6,0.3,-22.36589696,1.6,4.4,2.45
2.8,0.3,-22.39070764,1.6,4.4,2.45
3,0.3,-22.1318853,1.6,4.4,2.45
3.2,0.3,-22.10081397,1.6,4.4,2.45
3.4,0.3,-23.18769699,1.6,4.4,2.45
3.6,0.3,-22.87867014,1.6,4.4,2.45
3.8,0.3,-24.17235487,1.6,4.4,2.45
4,0.3,-24.52783093,1.6,4.4,2.45
4.2,0.3,-24.91634409,1.6,4.4,2.45
4.4,0.3,-25.2819512,1.6,4.4,2.45
4.6,0.3,-26.17777381,1.6,4.4,2.45
4.8,0.3,-24.43660563,1.6,4.4,2.45
5.2,0.3,-27.56798533,1.6,4.4,2.45
5.4,0.3,-30.10963542,1.6,4.4,2.45
5.6,0.3,-28.33194095,1.6,4.4,2.45
5.8,0.3,-28.60196231,1.6,4.4,2.45
6.2,0.3,-30.24866976,1.6,4.4,2.45
6.4,0.3,-31.13895013,1.6,4.4,2.45
6.6,0.3,-33.34291808,1.6,4.4,2.45
6.8,0.3,-35.14368459,1.6,4.4,2.45
7.2,0.3,-35.85663475,1.6,4.4,2.45
7.6,0.3,-36.07448109,1.6,4.4,2.45
7.8,0.3,-36.36826822,1.6,4.4,2.45
8,0.3,-27.42763499,1.6,4.4,2.45
8.2,0.3,-30.52898976,1.6,4.4,2.45
8.4,0.3,-30.59676482,1.6,4.4,2.45
8.6,0.3,-29.34605087,1.6,4.4,2.45
8.8,0.3,-24.27182169,1.6,4.4,2.45
9,0.3,-24.38213588,1.6,4.4,2.45
9.2,0.3,-23.11018206,1.6,4.4,2.45
9.4,0.3,-21.69708765,1.6,4.4,2.45
9.6,0.3,-20.7495599,1.6,4.4,2.45
0.4,0.4,-20.61886791,1.6,4.4,2.45
0.6,0.4,-20.29299759,1.6,4.4,2.45
0.8,0.4,-20.41795059,1.6,4.4,2.45
1,0.4,-20.25159722,1.6,4.4,2.45
1.4,0.4,-20.77338928,1.6,4.4,2.45
1.6,0.4,-21.14412742,1.6,4.4,2.45
1.8,0.4,-22.45620564,1.6,4.4,2.45
2,0.4,-21.2518775,1.6,4.4,2.45
2.2,0.4,-20.94560824,1.6,4.4,2.45
2.4,0.4,-21.56623828,1.6,4.4,2.45
2.6,0.4,-22.25758902,1.6,4.4,2.45
3,0.4,-22.68931835,1.6,4.4,2.45
3.2,0.4,-23.37234445,1.6,4.4,2.45
3.4,0.4,-23.0254001,1.6,4.4,2.45
3.6,0.4,-24.55347041,1.6,4.4,2.45
3.8,0.4,-23.2785219,1.6,4.4,2.45
4,0.4,-24.01931172,1.6,4.4,2.45
4.2,0.4,-25.01459825,1.6,4.4,2.45
4.4,0.4,-25.23315166,1.6,4.4,2.45
4.6,0.4,-27.83822043,1.6,4.4,2.45
4.8,0.4,-27.25974841,1.6,4.4,2.45
5,0.4,-27.78860416,1.6,4.4,2.45
5.2,0.4,-28.99297213,1.6,4.4,2.45
5.4,0.4,-28.85223952,1.6,4.4,2.45
5.8,0.4,-30.47327683,1.6,4.4,2.45
6,0.4,-32.81362942,1.6,4.4,2.45
6.4,0.4,-32.87609891,1.6,4.4,2.45
6.6,0.4,-36.28208335,1.6,4.4,2.45
6.8,0.4,-34.40522063,1.6,4.4,2.45
7,0.4,-34.2483999,1.6,4.4,2.45
7.2,0.4,-36.59846591,1.6,4.4,2.45
7.4,0.4,-31.2519963,1.6,4.4,2.45
7.6,0.4,-31.88442476,1.6,4.4,2.45
7.8,0.4,-28.94402129,1.6,4.4,2.45
8,0.4,-27.09315739,1.6,4.4,2.45
8.2,0.4,-26.10488945,1.6,4.4,2.45
8.4,0.4,-23.509256,1.6,4.4,2.45
8.6,0.4,-24.87720537,1.6,4.4,2.45
8.8,0.4,-21.41019262,1.6,4.4,2.45
9,0.4,-21.50953139,1.6,4.4,2.45
9.2,0.4,-20.4357745,1.6,4.4,2.45
0.4,0.5,-20.37175529,1.6,4.4,2.45
0.6,0.5,-20.94212359,1.6,4.4,2.45
1,0.5,-20.43312685,1.6,4.4,2.45
1.2,0.5,-20.3856085,1.6,4.4,2.45
1.4,0.5,-21.53741733,1.6,4.4,2.45
1.6,0.5,-21.19609133,1.6,4.4,2.45
1.8,0.5,-21.72057222,1.6,4.4,2.45
2,0.5,-21.68378969,1.6,4.4,2.45
2.2,0.5,-21.28301335,1.6,4.4,2.45
2.4,0.5,-22.21514893,1.6,4.4,2.45
2.6,0.5,-23.60710624,1.6,4.4,2.45
2.8,0.5,-22.71175291,1.6,4.4,2.45
3,0.5,-23.77584662,1.6,4.4,2.45
3.4,0.5,-24.3648444,1.6,4.4,2.45
3.6,0.5,-24.83990372,1.6,4.4,2.45
4,0.5,-26.53382167,1.6,4.4,2.45
4.2,0.5,-27.02254486,1.6,4.4,2.45
4.4,0.5,-27.87175836,1.6,4.4,2.45
4.6,0.5,-27.44012285,1.6,4.4,2.45
4.8,0.5,-26.39540141,1.6,4.4,2.45
5,0.5,-28.08034561,1.6,4.4,2.45
5.2,0.5,-29.89763477,1.6,4.4,2.45
5.4,0.5,-32.67282656,1.6,4.4,2.45
5.6,0.5,-30.54413582,1.6,4.4,2.45
6,0.5,-33.88445738,1.6,4.4,2.45
6.8,0.5,-34.4285945,1.6,4.4,2.45
7,0.5,-28.49335322,1.6,4.4,2.45
7.2,0.5,-24.66327575,1.6,4.4,2.45
7.4,0.5,-27.50080096,1.6,4.4,2.45
7.8,0.5,-25.93889748,1.6,4.4,2.45
8,0.5,-23.93572008,1.6,4.4,2.45
8.2,0.5,-23.23299831,1.6,4.4,2.45
8.4,0.5,-22.00009996,1.6,4.4,2.45
8.8,0.5,-20.49033658,1.6,4.4,2.45
9,0.5,-20.60020927,1.6,4.4,2.45
9.4,0.5,-33.16200345,1.6,4.4,2.45
0.4,0.6,-20.02574912,1.6,4.4,2.45
0.8,0.6,-20.72258032,1.6,4.4,2.45
1,0.6,-21.27838952,1.6,4.4,2.45
1.2,0.6,-21.51195847,1.6,4.4,2.45
1.4,0.6,-21.76057657,1.6,4.4,2.45
1.6,0.6,-21.54979647,1.6,4.4,2.45
1.8,0.6,-21.86919706,1.6,4.4,2.45
2,0.6,-22.11053725,1.6,4.4,2.45
2.2,0.6,-22.57018886,1.6,4.4,2.45
2.4,0.6,-22.35947936,1.6,4.4,2.45
2.6,0.6,-23.11365266,1.6,4.4,2.45
2.8,0.6,-22.81022754,1.6,4.4,2.45
3,0.6,-23.86459595,1.6,4.4,2.45
3.2,0.6,-24.5982437,1.6,4.4,2.45
3.4,0.6,-25.22995204,1.6,4.4,2.45
3.6,0.6,-26.0609305,1.6,4.4,2.45
3.8,0.6,-26.85835754,1.6,4.4,2.45
4,0.6,-27.82654162,1.6,4.4,2.45
4.2,0.6,-29.33985128,1.6,4.4,2.45
4.4,0.6,-27.79672368,1.6,4.4,2.45
4.6,0.6,-32.33160536,1.6,4.4,2.45
4.8,0.6,-29.42503382,1.6,4.4,2.45
5,0.6,-34.00125432,1.6,4.4,2.45
5.6,0.6,-34.35312321,1.6,4.4,2.45
6,0.6,-36.20531302,1.6,4.4,2.45
7,0.6,-28.87410619,1.6,4.4,2.45
7.2,0.6,-26.2097642,1.6,4.4,2.45
7.4,0.6,-21.3993217,1.6,4.4,2.45
7.6,0.6,-24.466784,1.6,4.4,2.45
7.8,0.6,-23.04249013,1.6,4.4,2.45
8,0.6,-22.05648727,1.6,4.4,2.45
8.2,0.6,-21.59336204,1.6,4.4,2.45
8.4,0.6,-20.06094747,1.6,4.4,2.45
0.4,0.7,-20.0633334,1.6,4.4,2.45
0.6,0.7,-20.51848608,1.6,4.4,2.45
0.8,0.7,-20.35585181,1.6,4.4,2.45
1,0.7,-21.05115841,1.6,4.4,2.45
1.2,0.7,-21.33303546,1.6,4.4,2.45
1.4,0.7,-21.70089016,1.6,4.4,2.45
1.6,0.7,-21.38215111,1.6,4.4,2.45
1.8,0.7,-22.43197519,1.6,4.4,2.45
2,0.7,-22.2276909,1.6,4.4,2.45
2.2,0.7,-22.88043819,1.6,4.4,2.45
2.4,0.7,-23.08839851,1.6,4.4,2.45
2.6,0.7,-24.43079613,1.6,4.4,2.45
2.8,0.7,-24.45773608,1.6,4.4,2.45
3,0.7,-24.9762517,1.6,4.4,2.45
3.2,0.7,-24.40061043,1.6,4.4,2.45
3.4,0.7,-26.96619174,1.6,4.4,2.45
3.8,0.7,-30.10387859,1.6,4.4,2.45
4,0.7,-26.00773885,1.6,4.4,2.45
4.4,0.7,-26.85191687,1.6,4.4,2.45
4.6,0.7,-31.28506423,1.6,4.4,2.45
4.8,0.7,-30.25268865,1.6,4.4,2.45
5,0.7,-36.82090093,1.6,4.4,2.45
5.2,0.7,-39.50041956,1.6,4.4,2.45
5.4,0.7,-33.78417319,1.6,4.4,2.45
5.6,0.7,-35.44898754,1.6,4.4,2.45
5.8,0.7,-33.60830936,1.6,4.4,2.45
6,0.7,-31.97421941,1.6,4.4,2.45
6.2,0.7,-20.12873382,1.6,4.4,2.45
6.4,0.7,-29.66754877,1.6,4.4,2.45
6.6,0.7,-27.82251157,1.6,4.4,2.45
6.8,0.7,-25.91105029,1.6,4.4,2.45
7,0.7,-25.75725696,1.6,4.4,2.45
7.2,0.7,-23.67833054,1.6,4.4,2.45
7.4,0.7,-23.00767147,1.6,4.4,2.45
7.6,0.7,-22.11249092,1.6,4.4,2.45
7.8,0.7,-21.22971737,1.6,4.4,2.45
8,0.7,-20.8259272,1.6,4.4,2.45
0.4,0.8,-20.40985569,1.6,4.4,2.45
0.6,0.8,-21.35710113,1.6,4.4,2.45
1,0.8,-21.20374746,1.6,4.4,2.45
1.2,0.8,-22.01912667,1.6,4.4,2.45
1.4,0.8,-21.61544427,1.6,4.4,2.45
1.6,0.8,-22.07381998,1.6,4.4,2.45
1.8,0.8,-22.47343719,1.6,4.4,2.45
2,0.8,-22.59712671,1.6,4.4,2.45
2.2,0.8,-23.09657943,1.6,4.4,2.45
2.4,0.8,-24.20659282,1.6,4.4,2.45
2.6,0.8,-24.34302681,1.6,4.4,2.45
2.8,0.8,-24.38179951,1.6,4.4,2.45
3,0.8,-25.977418,1.6,4.4,2.45
3.2,0.8,-26.84002057,1.6,4.4,2.45
3.6,0.8,-26.46373262,1.6,4.4,2.45
3.8,0.8,-26.47023268,1.6,4.4,2.45
4,0.8,-27.95782427,1.6,4.4,2.45
4.2,0.8,-30.80762252,1.6,4.4,2.45
4.4,0.8,-33.05204097,1.6,4.4,2.45
4.6,0.8,-31.22986952,1.6,4.4,2.45
