Cut_x,Cut_y,loss,Height,Permitivity,Freq
2.2,0.9,-23.1863441,1.6,10.2,5.8
2.4,0.9,-33.35515074,1.6,10.2,5.8
2.6,0.9,-27.68435975,1.6,10.2,5.8
2,1,-21.20090943,1.6,10.2,5.8
2.2,1,-28.19828112,1.6,10.2,5.8
2.4,1,-37.38498037,1.6,10.2,5.8
2.6,1,-22.08766327,1.6,10.2,5.8
10.8,0.2,-21.48524755,0.8,2.2,2.45
11,0.2,-22.18934414,0.8,2.2,2.45
11.2,0.2,-23.84426223,0.8,2.2,2.45
11.4,0.2,-25.58964681,0.8,2.2,2.45
12.2,0.2,-37.68596299,0.8,2.2,2.45
12.4,0.2,-32.38561578,0.8,2.2,2.45
12.6,0.2,-31.36953558,0.8,2.2,2.45
13.2,0.2,-21.86053308,0.8,2.2,2.45
13.4,0.2,-20.54741991,0.8,2.2,2.45
14.4,0.2,-23.95087426,0.8,2.2,2.45
14.6,0.2,-37.4003147,0.8,2.2,2.45
9.6,0.4,-21.23638524,0.8,2.2,2.45
9.8,0.4,-23.36475449,0.8,2.2,2.45
10,0.4,-23.67009539,0.8,2.2,2.45
10.2,0.4,-26.50526875,0.8,2.2,2.45
10.4,0.4,-28.49268105,0.8,2.2,2.45
10.6,0.4,-32.04941124,0.8,2.2,2.45
11,0.4,-34.68614979,0.8,2.2,2.45
11.4,0.4,-33.85392534,0.8,2.2,2.45
11.6,0.4,-25.59197141,0.8,2.2,2.45
11.8,0.4,-31.18614842,0.8,2.2,2.45
12,0.4,-22.78985548,0.8,2.2,2.45
12.2,0.4,-21.47319844,0.8,2.2,2.45
12.4,0.4,-20.1415206,0.8,2.2,2.45
13,0.4,-25.69180433,0.8,2.2,2.45
8.4,0.6,-20.03179472,0.8,2.2,2.45
8.6,0.6,-20.57112986,0.8,2.2,2.45
8.8,0.6,-21.35320759,0.8,2.2,2.45
9,0.6,-22.61099021,0.8,2.2,2.45
9.2,0.6,-24.24158818,0.8,2.2,2.45
9.4,0.6,-26.55573983,0.8,2.2,2.45
9.6,0.6,-27.39993126,0.8,2.2,2.45
9.8,0.6,-31.34444955,0.8,2.2,2.45
10,0.6,-35.0549289,0.8,2.2,2.45
10.4,0.6,-39.26074439,0.8,2.2,2.45
10.6,0.6,-31.51460533,0.8,2.2,2.45
11,0.6,-26.0069218,0.8,2.2,2.45
11.2,0.6,-26.50853255,0.8,2.2,2.45
11.4,0.6,-21.81357523,0.8,2.2,2.45
7.8,0.8,-20.03211433,0.8,2.2,2.45
8,0.8,-20.61440525,0.8,2.2,2.45
8.2,0.8,-21.72985505,0.8,2.2,2.45
8.4,0.8,-22.76774718,0.8,2.2,2.45
8.6,0.8,-24.33578608,0.8,2.2,2.45
8.8,0.8,-26.07729548,0.8,2.2,2.45
9,0.8,-28.16604016,0.8,2.2,2.45
9.2,0.8,-30.19122116,0.8,2.2,2.45
9.4,0.8,-31.71827275,0.8,2.2,2.45
9.6,0.8,-32.84168218,0.8,2.2,2.45
9.8,0.8,-29.86930788,0.8,2.2,2.45
10,0.8,-28.95482419,0.8,2.2,2.45
10.4,0.8,-25.23013441,0.8,2.2,2.45
10.6,0.8,-23.06946509,0.8,2.2,2.45
10.8,0.8,-20.89227292,0.8,2.2,2.45
11.2,0.8,-26.20163413,0.8,2.2,2.45
7.4,1,-20.16975633,0.8,2.2,2.45
7.6,1,-21.72118534,0.8,2.2,2.45
7.8,1,-22.55953916,0.8,2.2,2.45
8,1,-24.04173718,0.8,2.2,2.45
8.2,1,-25.18041936,0.8,2.2,2.45
8.4,1,-27.34804852,0.8,2.2,2.45
8.6,1,-28.48626149,0.8,2.2,2.45
8.8,1,-31.20524408,0.8,2.2,2.45
9,1,-33.28811141,0.8,2.2,2.45
9.2,1,-31.21081652,0.8,2.2,2.45
9.4,1,-31.65804608,0.8,2.2,2.45
9.6,1,-27.88039058,0.8,2.2,2.45
9.8,1,-26.36776183,0.8,2.2,2.45
10,1,-22.98089285,0.8,2.2,2.45
10.2,1,-21.87380948,0.8,2.2,2.45
7.6,0.2,-21.21001001,0.8,2.2,4
7.8,0.2,-22.85903185,0.8,2.2,4
8,0.2,-27.31432869,0.8,2.2,4
8.2,0.2,-36.60434041,0.8,2.2,4
8.4,0.2,-30.5054596,0.8,2.2,4
8.6,0.2,-25.09172814,0.8,2.2,4
8.8,0.2,-20.5240433,0.8,2.2,4
9.8,0.2,-22.46632671,0.8,2.2,4
7,0.4,-22.50892137,0.8,2.2,4
7.2,0.4,-25.11492349,0.8,2.2,4
7.4,0.4,-31.20029954,0.8,2.2,4
7.8,0.4,-28.92789044,0.8,2.2,4
8,0.4,-23.34611211,0.8,2.2,4
6.4,0.6,-20.65116902,0.8,2.2,4
6.6,0.6,-23.15444376,0.8,2.2,4
6.8,0.6,-27.18249814,0.8,2.2,4
7,0.6,-35.65312915,0.8,2.2,4
7.4,0.6,-26.91342037,0.8,2.2,4
7.6,0.6,-22.13688565,0.8,2.2,4
6,0.8,-20.6530572,0.8,2.2,4
6.2,0.8,-23.12118619,0.8,2.2,4
6.4,0.8,-28.01686333,0.8,2.2,4
6.6,0.8,-38.22895277,0.8,2.2,4
6.8,0.8,-36.70957721,0.8,2.2,4
7,0.8,-27.51320031,0.8,2.2,4
7.2,0.8,-22.27003892,0.8,2.2,4
5.6,1,-20.23947891,0.8,2.2,4
5.8,1,-22.43817472,0.8,2.2,4
6.2,1,-34.68682178,0.8,2.2,4
6.4,1,-35.01163198,0.8,2.2,4
6.6,1,-27.74301003,0.8,2.2,4
6.8,1,-23.01167827,0.8,2.2,4
5.6,0.2,-23.63648052,0.8,2.2,5.8
5.8,0.2,-37.15681199,0.8,2.2,5.8
6,0.2,-29.45067689,0.8,2.2,5.8
6.2,0.2,-20.48342249,0.8,2.2,5.8
5,0.4,-20.94757673,0.8,2.2,5.8
5.2,0.4,-27.66308581,0.8,2.2,5.8
5.6,0.4,-24.28480642,0.8,2.2,5.8
4.8,0.6,-24.96092542,0.8,2.2,5.8
5,0.6,-38.78123136,0.8,2.2,5.8
5.2,0.6,-26.68267052,0.8,2.2,5.8
5.4,0.6,-20.20651115,0.8,2.2,5.8
4.4,0.8,-22.15780416,0.8,2.2,5.8
4.6,0.8,-28.68813656,0.8,2.2,5.8
4.8,0.8,-36.36508711,0.8,2.2,5.8
5,0.8,-23.81700668,0.8,2.2,5.8
4.2,1,-23.6675881,0.8,2.2,5.8
4.4,1,-33.58305858,0.8,2.2,5.8
4.6,1,-29.65233138,0.8,2.2,5.8
4.8,1,-21.71841341,0.8,2.2,5.8
9.2,0.2,-20.64397788,0.8,3.35,2.45
9.4,0.2,-21.16990026,0.8,3.35,2.45
9.6,0.2,-22.2033006,0.8,3.35,2.45
9.8,0.2,-24.68169066,0.8,3.35,2.45
10,0.2,-29.79981685,0.8,3.35,2.45
10.2,0.2,-28.14639125,0.8,3.35,2.45
10.4,0.2,-30.9977283,0.8,3.35,2.45
10.8,0.2,-31.44320257,0.8,3.35,2.45
11,0.2,-25.88395547,0.8,3.35,2.45
11.2,0.2,-26.67494008,0.8,3.35,2.45
11.4,0.2,-22.39705709,0.8,3.35,2.45
15.4,0.2,-24.7315241,0.8,3.35,2.45
8,0.4,-20.16654647,0.8,3.35,2.45
8.2,0.4,-21.55685592,0.8,3.35,2.45
8.4,0.4,-23.18554602,0.8,3.35,2.45
8.8,0.4,-27.3484995,0.8,3.35,2.45
9,0.4,-28.44670293,0.8,3.35,2.45
9.2,0.4,-32.91410156,0.8,3.35,2.45
9.6,0.4,-36.12227512,0.8,3.35,2.45
9.8,0.4,-31.39468306,0.8,3.35,2.45
10,0.4,-27.09418568,0.8,3.35,2.45
10.2,0.4,-24.30422921,0.8,3.35,2.45
10.4,0.4,-32.14531729,0.8,3.35,2.45
10.6,0.4,-20.35235382,0.8,3.35,2.45
11.8,0.4,-23.23192495,0.8,3.35,2.45
7.4,0.6,-21.29377846,0.8,3.35,2.45
7.6,0.6,-22.56824623,0.8,3.35,2.45
7.8,0.6,-23.13480346,0.8,3.35,2.45
8,0.6,-26.1247424,0.8,3.35,2.45
8.2,0.6,-27.0196496,0.8,3.35,2.45
8.4,0.6,-32.7063976,0.8,3.35,2.45
8.6,0.6,-35.88232405,0.8,3.35,2.45
9.2,0.6,-28.37529077,0.8,3.35,2.45
9.4,0.6,-25.36352954,0.8,3.35,2.45
9.6,0.6,-22.86732893,0.8,3.35,2.45
9.8,0.6,-21.1321176,0.8,3.35,2.45
10.2,0.6,-28.74979877,0.8,3.35,2.45
12.4,0.6,-21.18776725,0.8,3.35,2.45
6.6,0.8,-20.57314566,0.8,3.35,2.45
6.8,0.8,-21.58772985,0.8,3.35,2.45
7,0.8,-22.84772016,0.8,3.35,2.45
7.2,0.8,-24.75991452,0.8,3.35,2.45
7.4,0.8,-26.27705208,0.8,3.35,2.45
7.6,0.8,-27.94004511,0.8,3.35,2.45
7.8,0.8,-28.96462152,0.8,3.35,2.45
8,0.8,-32.27544569,0.8,3.35,2.45
8.2,0.8,-30.17604821,0.8,3.35,2.45
8.4,0.8,-29.26255849,0.8,3.35,2.45
8.6,0.8,-28.24279022,0.8,3.35,2.45
8.8,0.8,-24.82391106,0.8,3.35,2.45
9,0.8,-21.85757409,0.8,3.35,2.45
9.2,0.8,-24.28082311,0.8,3.35,2.45
6,1,-20.14726098,0.8,3.35,2.45
6.2,1,-21.10609206,0.8,3.35,2.45
6.4,1,-22.51409666,0.8,3.35,2.45
6.6,1,-24.0396684,0.8,3.35,2.45
6.8,1,-25.49070021,0.8,3.35,2.45
7,1,-28.03401222,0.8,3.35,2.45
7.2,1,-28.93928615,0.8,3.35,2.45
7.4,1,-32.5742633,0.8,3.35,2.45
7.6,1,-31.03838006,0.8,3.35,2.45
7.8,1,-30.9373431,0.8,3.35,2.45
8,1,-27.83379585,0.8,3.35,2.45
8.2,1,-24.51832643,0.8,3.35,2.45
8.4,1,-22.67615012,0.8,3.35,2.45
8.6,1,-20.6968571,0.8,3.35,2.45
6.6,0.2,-21.46178417,0.8,3.35,4
6.8,0.2,-24.11806221,0.8,3.35,4
7,0.2,-31.32524247,0.8,3.35,4
7.2,0.2,-35.40547944,0.8,3.35,4
7.4,0.2,-25.22325242,0.8,3.35,4
7.6,0.2,-20.3967539,0.8,3.35,4
6,0.4,-22.50108881,0.8,3.35,4
6.2,0.4,-26.0323394,0.8,3.35,4
6.4,0.4,-32.60155001,0.8,3.35,4
6.6,0.4,-33.6775538,0.8,3.35,4
6.8,0.4,-24.59152117,0.8,3.35,4
7,0.4,-20.63564794,0.8,3.35,4
5.4,0.6,-20.55699272,0.8,3.35,4
5.6,0.6,-23.43099045,0.8,3.35,4
5.8,0.6,-29.03476689,0.8,3.35,4
6,0.6,-36.55415806,0.8,3.35,4
6.2,0.6,-30.96885666,0.8,3.35,4
6.4,0.6,-24.2102261,0.8,3.35,4
5,0.8,-20.16058808,0.8,3.35,4
5.2,0.8,-22.77158604,0.8,3.35,4
5.4,0.8,-27.95189924,0.8,3.35,4
5.6,0.8,-37.74747175,0.8,3.35,4
5.8,0.8,-31.24796673,0.8,3.35,4
6,0.8,-24.68737242,0.8,3.35,4
4.8,1,-22.26745948,0.8,3.35,4
5,1,-26.2541611,0.8,3.35,4
5.2,1,-37.20501247,0.8,3.35,4
5.4,1,-35.10932189,0.8,3.35,4
5.6,1,-24.5021895,0.8,3.35,4
5.8,1,-20.49808254,0.8,3.35,4
4.8,0.2,-22.55331586,0.8,3.35,5.8
5,0.2,-34.9370294,0.8,3.35,5.8
5.2,0.2,-26.42627727,0.8,3.35,5.8
4.6,0.3,-24.79707078,0.8,3.35,5.8
5,0.3,-23.51879799,0.8,3.35,5.8
4.4,0.4,-24.62573001,0.8,3.35,5.8
4.8,0.4,-24.10362136,0.8,3.35,5.8
4.2,0.5,-23.74829478,0.8,3.35,5.8
4.4,0.5,-37.81491469,0.8,3.35,5.8
4.6,0.5,-25.97282056,0.8,3.35,5.8
4,0.6,-22.37853125,0.8,3.35,5.8
4.2,0.6,-31.72412283,0.8,3.35,5.8
4.4,0.6,-29.33366425,0.8,3.35,5.8
3.8,0.7,-20.22618998,0.8,3.35,5.8
4,0.7,-28.09171462,0.8,3.35,5.8
4.2,0.7,-34.33038413,0.8,3.35,5.8
4.4,0.7,-22.03412048,0.8,3.35,5.8
3.8,0.8,-25.46505101,0.8,3.35,5.8
4.2,0.8,-24.2000621,0.8,3.35,5.8
3.6,0.9,-22.79540903,0.8,3.35,5.8
3.8,0.9,-35.44562232,0.8,3.35,5.8
4,0.9,-27.97093754,0.8,3.35,5.8
3.4,1,-21.33853244,0.8,3.35,5.8
3.6,1,-28.12852114,0.8,3.35,5.8
3.8,1,-35.62882158,0.8,3.35,5.8
4,1,-22.50412346,0.8,3.35,5.8
8.4,0.2,-21.15163257,0.8,4.4,2.45
8.6,0.2,-21.97932667,0.8,4.4,2.45
9,0.2,-24.92776394,0.8,4.4,2.45
9.2,0.2,-25.94778115,0.8,4.4,2.45
9.4,0.2,-29.11402933,0.8,4.4,2.45
9.8,0.2,-30.84070516,0.8,4.4,2.45
10,0.2,-29.35068067,0.8,4.4,2.45
10.2,0.2,-25.79526461,0.8,4.4,2.45
10.4,0.2,-22.19085322,0.8,4.4,2.45
12,0.2,-26.9734089,0.8,4.4,2.45
12.2,0.2,-31.30472681,0.8,4.4,2.45
12.4,0.2,-36.90607417,0.8,4.4,2.45
7.6,0.4,-21.82203262,0.8,4.4,2.45
7.8,0.4,-23.70005258,0.8,4.4,2.45
8,0.4,-25.67694671,0.8,4.4,2.45
8.2,0.4,-28.55533808,0.8,4.4,2.45
8.4,0.4,-29.89972362,0.8,4.4,2.45
8.6,0.4,-31.68492641,0.8,4.4,2.45
8.8,0.4,-31.04307503,0.8,4.4,2.45
9,0.4,-28.56011454,0.8,4.4,2.45
9.2,0.4,-25.67689002,0.8,4.4,2.45
9.4,0.4,-22.9208484,0.8,4.4,2.45
9.6,0.4,-24.01517503,0.8,4.4,2.45
10.6,0.4,-20.01352841,0.8,4.4,2.45
6.6,0.6,-20.37551226,0.8,4.4,2.45
6.8,0.6,-21.38823835,0.8,4.4,2.45
7,0.6,-23.62918238,0.8,4.4,2.45
7.2,0.6,-25.47288434,0.8,4.4,2.45
7.4,0.6,-27.30071208,0.8,4.4,2.45
7.6,0.6,-32.05670407,0.8,4.4,2.45
7.8,0.6,-33.3371469,0.8,4.4,2.45
8,0.6,-39.36959555,0.8,4.4,2.45
8.2,0.6,-31.40725855,0.8,4.4,2.45
8.4,0.6,-28.79810311,0.8,4.4,2.45
8.6,0.6,-23.86915624,0.8,4.4,2.45
8.8,0.6,-21.62682177,0.8,4.4,2.45
6,0.8,-20.35362736,0.8,4.4,2.45
6.2,0.8,-21.85424053,0.8,4.4,2.45
6.4,0.8,-23.48956643,0.8,4.4,2.45
6.6,0.8,-25.35933059,0.8,4.4,2.45
6.8,0.8,-27.6535408,0.8,4.4,2.45
7,0.8,-29.41789999,0.8,4.4,2.45
7.2,0.8,-38.62296623,0.8,4.4,2.45
7.4,0.8,-31.64826265,0.8,4.4,2.45
7.6,0.8,-32.88409393,0.8,4.4,2.45
7.8,0.8,-27.14184362,0.8,4.4,2.45
8,0.8,-24.55149081,0.8,4.4,2.45
8.2,0.8,-21.21032576,0.8,4.4,2.45
5.4,1,-20.31533089,0.8,4.4,2.45
5.6,1,-21.0965236,0.8,4.4,2.45
5.8,1,-22.86150374,0.8,4.4,2.45
6,1,-24.18551273,0.8,4.4,2.45
6.2,1,-27.25083117,0.8,4.4,2.45
6.4,1,-31.68106928,0.8,4.4,2.45
6.6,1,-33.58812418,0.8,4.4,2.45
6.8,1,-33.68188615,0.8,4.4,2.45
7,1,-29.690697,0.8,4.4,2.45
7.2,1,-26.87244715,0.8,4.4,2.45
7.4,1,-24.07935827,0.8,4.4,2.45
7.6,1,-22.17065918,0.8,4.4,2.45
7.8,1,-20.72873905,0.8,4.4,2.45
8,1,-23.99506922,0.8,4.4,2.45
6,0.2,-20.16212298,0.8,4.4,4
6.2,0.2,-24.56272753,0.8,4.4,4
6.4,0.2,-36.92276098,0.8,4.4,4
6.6,0.2,-32.43278908,0.8,4.4,4
5.4,0.4,-21.06882924,0.8,4.4,4
5.6,0.4,-25.28954248,0.8,4.4,4
5.8,0.4,-33.93641032,0.8,4.4,4
6,0.4,-33.82102248,0.8,4.4,4
6.2,0.4,-23.86741512,0.8,4.4,4
5,0.6,-22.14391066,0.8,4.4,4
5.2,0.6,-26.73718753,0.8,4.4,4
5.4,0.6,-35.16737192,0.8,4.4,4
5.6,0.6,-31.31175629,0.8,4.4,4
5.8,0.6,-23.22073303,0.8,4.4,4
4.6,0.8,-22.05832383,0.8,4.4,4
4.8,0.8,-26.69233424,0.8,4.4,4
5,0.8,-35.4933007,0.8,4.4,4
5.2,0.8,-30.63250213,0.8,4.4,4
5.4,0.8,-23.00427233,0.8,4.4,4
4.2,1,-21.38778319,0.8,4.4,4
4.4,1,-25.80840635,0.8,4.4,4
4.6,1,-34.6692022,0.8,4.4,4
4.8,1,-34.43493005,0.8,4.4,4
5,1,-24.64414725,0.8,4.4,4
4.4,0.2,-23.13620425,0.8,4.4,5.8
4.8,0.2,-21.98872183,0.8,4.4,5.8
4,0.4,-24.75105674,0.8,4.4,5.8
4.2,0.4,-38.70763314,0.8,4.4,5.8
4.4,0.4,-21.54850901,0.8,4.4,5.8
3.6,0.6,-21.5394409,0.8,4.4,5.8
3.8,0.6,-33.55236766,0.8,4.4,5.8
4,0.6,-27.17613167,0.8,4.4,5.8
3.4,0.8,-23.78386078,0.8,4.4,5.8
3.8,0.8,-22.92349095,0.8,4.4,5.8
3.2,1,-26.72577726,0.8,4.4,5.8
3.4,1,-32.89465329,0.8,4.4,5.8
3.6,1,-21.20094725,0.8,4.4,5.8
7,0.2,-20.40056392,0.8,9.4,2.45
7.6,0.2,-29.35932764,0.8,9.4,2.45
7.8,0.2,-26.90642301,0.8,9.4,2.45
8,0.2,-27.22045399,0.8,9.4,2.45
8.2,0.2,-23.92435231,0.8,9.4,2.45
8.4,0.2,-20.52215221,0.8,9.4,2.45
9,0.2,-22.30966107,0.8,9.4,2.45
9.2,0.2,-23.62397331,0.8,9.4,2.45
6.2,0.4,-20.83266471,0.8,9.4,2.45
6.4,0.4,-23.24891919,0.8,9.4,2.45
6.6,0.4,-26.55325477,0.8,9.4,2.45
6.8,0.4,-29.59146644,0.8,9.4,2.45
7,0.4,-30.00240261,0.8,9.4,2.45
7.2,0.4,-22.25469538,0.8,9.4,2.45
7.4,0.4,-23.00208328,0.8,9.4,2.45
7.6,0.4,-20.17949953,0.8,9.4,2.45
7.8,0.4,-27.47353528,0.8,9.4,2.45
8.2,0.4,-27.1781682,0.8,9.4,2.45
5.8,0.6,-23.70922123,0.8,9.4,2.45
6,0.6,-25.96961293,0.8,9.4,2.45
6.2,0.6,-30.44191265,0.8,9.4,2.45
6.4,0.6,-23.5032038,0.8,9.4,2.45
6.6,0.6,-28.81208047,0.8,9.4,2.45
6.8,0.6,-24.20834501,0.8,9.4,2.45
7,0.6,-20.36485231,0.8,9.4,2.45
7.2,0.6,-21.34859439,0.8,9.4,2.45
5,0.8,-20.76307097,0.8,9.4,2.45
5.2,0.8,-23.65998032,0.8,9.4,2.45
5.4,0.8,-25.89369087,0.8,9.4,2.45
5.6,0.8,-33.08952227,0.8,9.4,2.45
5.8,0.8,-32.47515489,0.8,9.4,2.45
6,0.8,-28.38406846,0.8,9.4,2.45
6.2,0.8,-23.31062493,0.8,9.4,2.45
6.4,0.8,-20.94919258,0.8,9.4,2.45
7,0.8,-28.36943451,0.8,9.4,2.45
7.2,0.8,-22.85511918,0.8,9.4,2.45
4.4,1,-20.25918872,0.8,9.4,2.45
4.6,1,-23.00015124,0.8,9.4,2.45
4.8,1,-26.58841055,0.8,9.4,2.45
5,1,-30.22404037,0.8,9.4,2.45
5.2,1,-39.25114329,0.8,9.4,2.45
5.4,1,-27.90160617,0.8,9.4,2.45
5.6,1,-24.21833654,0.8,9.4,2.45
5.8,1,-22.13733911,0.8,9.4,2.45
5,0.2,-26.61170434,0.8,9.4,4
5.2,0.2,-33.26447804,0.8,9.4,4
5.4,0.2,-22.87914966,0.8,9.4,4
4.4,0.4,-22.55061157,0.8,9.4,4
4.6,0.4,-34.44060435,0.8,9.4,4
4,0.6,-22.25002657,0.8,9.4,4
4.2,0.6,-32.40857349,0.8,9.4,4
4.4,0.6,-27.80856768,0.8,9.4,4
3.6,0.8,-21.37951308,0.8,9.4,4
3.8,0.8,-28.80381272,0.8,9.4,4
4,0.8,-32.68507064,0.8,9.4,4
4.2,0.8,-21.75225405,0.8,9.4,4
3.2,1,-20.29290286,0.8,9.4,4
3.4,1,-26.65937279,0.8,9.4,4
3.6,1,-37.33026443,0.8,9.4,4
3.8,1,-23.1955571,0.8,9.4,4
3.8,0.2,-27.97938892,0.8,9.4,5.8
3.2,0.4,-28.79883864,0.8,9.4,5.8
3.4,0.4,-21.78753708,0.8,9.4,5.8
2.8,0.6,-20.60298839,0.8,9.4,5.8
2.6,0.8,-23.32192645,0.8,9.4,5.8
2.8,0.8,-31.03188665,0.8,9.4,5.8
2.4,1,-26.14287909,0.8,9.4,5.8
2.6,1,-25.69120098,0.8,9.4,5.8
7,0.2,-22.00014145,0.8,10.2,2.45
7.4,0.2,-29.05861169,0.8,10.2,2.45
7.6,0.2,-38.0998644,0.8,10.2,2.45
7.8,0.2,-29.64898781,0.8,10.2,2.45
8,0.2,-22.51010023,0.8,10.2,2.45
8.2,0.2,-30.94760691,0.8,10.2,2.45
8.6,0.2,-27.79719135,0.8,10.2,2.45
6.2,0.4,-21.62676922,0.8,10.2,2.45
6.6,0.4,-29.87549723,0.8,10.2,2.45
6.8,0.4,-31.02885943,0.8,10.2,2.45
7,0.4,-28.51343241,0.8,10.2,2.45
7.2,0.4,-23.32085784,0.8,10.2,2.45
7.4,0.4,-20.41755233,0.8,10.2,2.45
7.8,0.4,-22.20065636,0.8,10.2,2.45
8.2,0.4,-21.576062,0.8,10.2,2.45
5.4,0.6,-20.52319051,0.8,10.2,2.45
5.6,0.6,-23.07641312,0.8,10.2,2.45
5.8,0.6,-22.86508898,0.8,10.2,2.45
6,0.6,-30.88271841,0.8,10.2,2.45
6.4,0.6,-26.76797896,0.8,10.2,2.45
6.6,0.6,-23.69711116,0.8,10.2,2.45
6.8,0.6,-20.84956006,0.8,10.2,2.45
4.8,0.8,-20.41051462,0.8,10.2,2.45
5,0.8,-21.8284632,0.8,10.2,2.45
5.2,0.8,-25.38177482,0.8,10.2,2.45
5.4,0.8,-28.956438,0.8,10.2,2.45
5.8,0.8,-27.12505778,0.8,10.2,2.45
6,0.8,-23.45718704,0.8,10.2,2.45
6.2,0.8,-21.58664468,0.8,10.2,2.45
4.2,1,-20.01233743,0.8,10.2,2.45
4.4,1,-21.22982127,0.8,10.2,2.45
4.6,1,-24.2479068,0.8,10.2,2.45
4.8,1,-29.74826317,0.8,10.2,2.45
5,1,-36.58665446,0.8,10.2,2.45
5.2,1,-29.45776153,0.8,10.2,2.45
5.4,1,-26.22188227,0.8,10.2,2.45
5.6,1,-22.5568788,0.8,10.2,2.45
4.8,0.2,-22.15068463,0.8,10.2,4
5,0.2,-38.00182669,0.8,10.2,4
5.2,0.2,-23.68932175,0.8,10.2,4
4.4,0.4,-25.67675907,0.8,10.2,4
4.6,0.4,-34.55315593,0.8,10.2,4
4.8,0.4,-31.52614272,0.8,10.2,4
5,0.4,-24.74898658,0.8,10.2,4
4,0.6,-25.66728789,0.8,10.2,4
4.2,0.6,-37.61988132,0.8,10.2,4
4.4,0.6,-22.95176174,0.8,10.2,4
3.6,0.8,-23.29435766,0.8,10.2,4
3.8,0.8,-37.83853406,0.8,10.2,4
4,0.8,-25.49014522,0.8,10.2,4
3.2,1,-22.26805463,0.8,10.2,4
3.4,1,-31.88795231,0.8,10.2,4
3.6,1,-28.76945195,0.8,10.2,4
3.8,1,-20.01383991,0.8,10.2,4
3.4,0.2,-23.14343832,0.8,10.2,5.8
3.6,0.2,-24.2682018,0.8,10.2,5.8
3,0.4,-20.13952428,0.8,10.2,5.8
3.2,0.4,-37.93412948,0.8,10.2,5.8
2.8,0.6,-23.65042461,0.8,10.2,5.8
3,0.6,-26.20040809,0.8,10.2,5.8
2.6,0.8,-27.55155484,0.8,10.2,5.8
2.8,0.8,-23.25162046,0.8,10.2,5.8
2.4,1,-33.51938662,0.8,10.2,5.8
2.6,1,-21.13678094,0.8,10.2,5.8
